index,sol,name,C,N,arch_str,num_classes,index2,train-loss,train-accuracy,train-per-time,train-all-time,valid-loss,valid-accuracy,valid-per-time,valid-all-time,test-loss,test-accuracy,test-per-time,test-all-time
3431,531112,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_1x1~0|none~1|+|none~0|none~1|skip_connect~2|,10,3431,0.1204456,96.36000001,6.092169106,1218.433821,0.455722922,86.186,2.48489712,496.9794239,0.475412097,85.775,0.993958848,198.7917696
3432,135143,infer.tiny,16,5,|none~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|,10,3432,0.188822318,93.794,10.27455592,2054.911184,0.481120217,84.878,3.338495904,667.6991809,0.494381066,84.37,1.335398362,267.0796724
3433,454142,infer.tiny,16,5,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,10,3433,0.003270449,99.952,11.22937411,2245.874822,0.568669083,88.68399999,3.913700382,782.7400764,0.580562436,88.25,1.565480153,313.0960306
3434,244454,infer.tiny,16,5,|skip_connect~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,10,3434,0.002151606,99.976,13.36421835,2672.843671,0.532550152,89.344,4.502304736,900.4609471,0.53672397,89.20666667,1.800921894,360.1843789
3435,223243,infer.tiny,16,5,|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,10,3435,0.00544188,99.952,8.826299588,1765.259918,0.450339625,89.32799999,2.861183669,572.2367338,0.472993292,88.84,1.144473468,228.8946935
3436,121353,infer.tiny,16,5,|none~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,10,3436,0.111804284,96.62599999,7.809987028,1561.997406,0.453092367,86.494,2.695989864,539.1979728,0.466791866,86.035,1.078395946,215.6791891
3437,251222,infer.tiny,16,5,|skip_connect~0|+|avg_pool_3x3~0|none~1|+|skip_connect~0|skip_connect~1|skip_connect~2|,10,3437,0.954841892,66.47466666,3.669003844,733.8007689,0.99917554,65.43066666,2.356067896,471.2135792,0.982889681,65.26666667,0.942427158,188.4854317
3438,124142,infer.tiny,16,5,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,10,3438,0.266318038,91.104,7.796403607,1559.280721,0.475494883,84.44399999,3.016529282,603.3058564,0.484516323,83.87,1.206611713,241.3223426
3439,341453,infer.tiny,16,5,|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,10,3439,0.003207538,99.962,12.59932202,2519.864404,0.501457357,89.64599999,3.959974164,791.9948328,0.506956845,89.38,1.583989666,316.7979331
3440,232353,infer.tiny,16,5,|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,10,3440,0.014841089,99.75733333,9.232879241,1846.575848,0.59148011,86.53999999,2.89443297,578.8865941,0.618490243,86.17,1.157773188,231.5546376
3441,325353,infer.tiny,16,5,|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,10,3441,0.021802735,99.45600001,10.58808881,2117.617762,0.569864407,87.188,3.131619365,626.3238731,0.585415253,86.775,1.252647746,250.5295492
3442,115225,infer.tiny,16,5,|none~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|skip_connect~1|avg_pool_3x3~2|,10,3442,0.264343195,91.18199999,4.813358744,962.6717488,0.471847468,84.558,2.375347643,475.0695285,0.480786306,84.32,0.950139057,190.0278114
3443,111554,infer.tiny,16,5,|none~0|+|none~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,10,3443,0.52837796,81.554,7.426825106,1485.365021,0.854112643,72.112,3.025391343,605.0782686,0.8606193,71.625,1.210156537,242.0313074
3444,543331,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,10,3444,0.032568268,99.07000001,12.03269706,2406.539412,0.568071408,86.55000001,3.62653711,725.307422,0.572674727,86.275,1.450614844,290.1229688
3445,331353,infer.tiny,16,5,|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,10,3445,0.020382061,99.49800001,11.46963918,2293.927836,0.577862499,87.17800001,3.313261512,662.6523024,0.582636781,87.255,1.325304605,265.0609209
3446,525355,infer.tiny,16,5,|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,10,3446,0.64866992,76.826,8.396328986,1679.265797,0.765259413,73.44800001,3.00685427,601.370854,0.769260881,73.065,1.202741708,240.5483416
3447,442252,infer.tiny,16,5,|nor_conv_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,10,3447,0.006093245,99.946,8.569693108,1713.938622,0.452840012,89.43999999,3.121951577,624.3903154,0.467212541,88.92,1.248780631,249.7561262
3448,555522,infer.tiny,16,5,|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,10,3448,1.84892524,33.12999999,6.53994,1307.988,1.86293294,32.54,2.645182141,529.0364282,1.857857948,33.935,1.058072856,211.6145713
3449,112213,infer.tiny,16,5,|none~0|+|none~0|skip_connect~1|+|skip_connect~0|none~1|nor_conv_1x1~2|,10,3449,0.269185596,91.15799999,4.981266399,996.2532798,0.473853658,84.44199999,2.362336715,472.467343,0.465415091,84.73,0.944934686,188.9869372
3450,313353,infer.tiny,16,5,|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,10,3450,0.026581797,99.32,11.50668269,2301.336539,0.555323712,87.32400001,3.359115379,671.8230758,0.602369102,86.575,1.343646152,268.7292303
3451,352432,infer.tiny,16,5,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|skip_connect~2|,10,3451,0.004679547,99.956,9.803129574,1960.625915,0.551190732,88.15399999,3.200239284,640.0478567,0.562479801,87.805,1.280095713,256.0191427
3452,541112,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_3x3~0|none~1|+|none~0|none~1|skip_connect~2|,10,3452,0.006882435,99.906,6.70208923,1340.417846,0.512861408,88.78399999,2.716423415,543.284683,0.529335434,88.385,1.086569366,217.3138732
3453,253132,infer.tiny,16,5,|skip_connect~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,10,3453,0.032334397,99.25866667,7.479767442,1495.953488,0.595889695,85.72400001,2.630521726,526.1043452,0.600157387,85.60333333,1.05220869,210.4417381
3454,151254,infer.tiny,16,5,|none~0|+|avg_pool_3x3~0|none~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_3x3~2|,10,3454,0.018497101,99.608,7.600766162,1520.153232,0.584786866,86.814,2.921560605,584.3121211,0.604283569,86.545,1.168624242,233.7248484
3455,154215,infer.tiny,16,5,|none~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,10,3455,0.533303842,81.284,7.296851516,1459.370303,0.673762631,77.162,2.872658116,574.5316233,0.669897747,77.36,1.149063247,229.8126493
3456,414244,infer.tiny,16,5,|nor_conv_3x3~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,10,3456,0.001558225,99.988,12.60168674,2520.337347,0.425275232,91.314,4.234094435,846.8188871,0.447849139,90.78,1.693637774,338.7275548
3457,535233,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,10,3457,0.01261597,99.754,10.51022625,2102.04525,0.544939023,87.69,3.132196707,626.4393415,0.57504169,87.2,1.252878683,250.5757366
3458,443332,infer.tiny,16,5,|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|skip_connect~2|,10,3458,0.003345558,99.954,13.26265891,2652.531783,0.476831566,89.69199999,3.879359563,775.8719126,0.479663213,89.655,1.551743825,310.3487651
3459,543122,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|none~0|skip_connect~1|skip_connect~2|,10,3459,0.009285684,99.844,8.032993674,1606.598735,0.573778331,87.50400001,2.906109847,581.2219694,0.588721432,87.455,1.162443939,232.4887877
3460,532521,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,10,3460,0.679316963,75.94933333,6.506109834,1301.221967,0.854670211,71.012,2.529218523,505.8437047,0.871062437,70.54,1.011687409,202.3374819
3461,423143,infer.tiny,16,5,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|,10,3461,0.003249924,99.942,11.40991879,2281.983757,0.51694684,89.72799999,3.637188716,727.4377431,0.535614013,89.05,1.454875486,290.9750972
3462,413255,infer.tiny,16,5,|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,10,3462,0.003089639,99.976,9.007825812,1801.565162,0.467853568,89.82199999,3.221975026,644.3950051,0.477824832,89.595,1.28879001,257.7580021
3463,315511,infer.tiny,16,5,|nor_conv_1x1~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|none~2|,10,3463,0.521818494,81.68799999,6.989145557,1397.829111,0.856618771,71.75799999,2.689463326,537.8926652,0.857258472,71.67,1.07578533,215.1570661
3464,452444,infer.tiny,16,5,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,10,3464,0.002299119,99.978,13.6657292,2733.145841,0.50581194,89.86,4.476815732,895.3631464,0.513207112,89.68,1.790726293,358.1452585
3465,215524,infer.tiny,16,5,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,10,3465,0.219466237,92.47333331,7.350085517,1470.017103,0.55170408,83.24533331,2.823905505,564.781101,0.54908085,83.09,1.129562202,225.9124404
3466,233242,infer.tiny,16,5,|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|skip_connect~2|,10,3466,0.006537297,99.944,8.823749801,1764.74996,0.45335905,89.276,2.863988394,572.7976788,0.483677671,88.58333333,1.145595358,229.1190715
3467,411244,infer.tiny,16,5,|nor_conv_3x3~0|+|none~0|none~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,10,3467,0.001877474,99.984,10.38501082,2077.002164,0.435394641,91.01199999,3.655558597,731.1117195,0.445271738,90.53,1.462223439,292.4446878
3468,131345,infer.tiny,16,5,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,10,3468,0.031363984,99.18200001,10.27789243,2055.578486,0.568721156,87.00799999,3.262383555,652.4767109,0.584934863,86.57,1.304953422,260.9906844
3469,533243,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|,10,3469,0.004467138,99.96,11.87796454,2375.592907,0.4988916,89.05,3.518952273,703.7904546,0.523253553,88.735,1.407580909,281.5161819
3470,441231,infer.tiny,16,5,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,10,3470,0.003415715,99.984,9.675431828,1935.086366,0.426717632,90.49599998,3.377870307,675.5740614,0.434935655,90.34,1.351148123,270.2296246
3471,525545,infer.tiny,16,5,|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,10,3471,0.834830292,69.98000002,9.145463606,1829.092721,0.923460768,67.77799998,3.327845378,665.5690755,0.927232927,67.645,1.331138151,266.2276302
3472,121522,infer.tiny,16,5,|none~0|+|skip_connect~0|none~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,10,3472,0.479203537,83.42399999,3.836744567,767.3489134,0.650835338,78.17999998,2.313208112,462.6416223,0.651707755,78.22,0.925283245,185.0566489
3473,454412,infer.tiny,16,5,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,10,3473,0.002171123,99.972,11.26084495,2252.168989,0.51804284,89.38,3.863164768,772.6329537,0.517841609,89.42,1.545265907,309.0531815
3474,423412,infer.tiny,16,5,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,10,3474,0.002664684,99.974,9.446595271,1889.319054,0.404944851,90.68799998,3.306043815,661.208763,0.42882922,90.36,1.322417526,264.4835052
3475,423135,infer.tiny,16,5,|nor_conv_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,10,3475,0.003536432,99.956,9.962084154,1992.416831,0.589863145,88.2,3.241995275,648.399055,0.608691736,87.805,1.29679811,259.359622
3476,155512,infer.tiny,16,5,|none~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,10,3476,0.652897199,77.11799999,5.761722863,1152.344573,0.830893632,71.69599998,2.554594051,510.9188103,0.847313699,71.26,1.021837621,204.3675241
3477,412442,infer.tiny,16,5,|nor_conv_3x3~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|skip_connect~2|,10,3477,0.002624733,99.97,10.17232056,2034.464113,0.534329659,89.552,3.600978709,720.1957419,0.536527368,89.415,1.440391484,288.0782968
3478,515542,infer.tiny,16,5,|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,10,3478,0.478108243,83.336,8.136250854,1627.250171,0.718310581,76.508,3.09564396,619.1287921,0.730441108,75.88,1.238257584,247.6515168
3479,155323,infer.tiny,16,5,|none~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,10,3479,0.032671524,99.112,8.838393946,1767.678789,0.551824058,86.89200001,2.866734578,573.3469157,0.565004553,86.29,1.146693831,229.3387663
3480,333115,infer.tiny,16,5,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|none~1|avg_pool_3x3~2|,10,3480,0.043565542,98.76800001,9.752180954,1950.436191,0.766374533,82.60800001,3.045442786,609.0885571,0.792656822,82.435,1.218177114,243.6354228
3481,352213,infer.tiny,16,5,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|none~1|nor_conv_1x1~2|,10,3481,0.016125959,99.682,7.702014784,1540.402957,0.535445315,87.724,2.589074827,517.8149655,0.562397232,87.225,1.035629931,207.1259862
3482,234521,infer.tiny,16,5,|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,10,3482,0.48429882,83.19466666,7.992903948,1598.58079,0.645977353,78.40666665,2.897797482,579.5594965,0.656035937,78.02666667,1.159118993,231.8237986
3483,421232,infer.tiny,16,5,|nor_conv_3x3~0|+|skip_connect~0|none~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|,10,3483,0.05215294,98.522,7.075937251,1415.18745,0.519531791,86.784,2.619868531,523.9737062,0.535357516,86.515,1.047947412,209.5894825
3484,314532,infer.tiny,16,5,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|,10,3484,0.004809897,99.948,10.00273865,2000.547731,0.574096294,88.104,3.258395252,651.6790504,0.594994595,87.58,1.303358101,260.6716201
3485,514425,infer.tiny,16,5,|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|skip_connect~1|avg_pool_3x3~2|,10,3485,0.009608932,99.868,9.668685695,1933.737139,0.58912753,87.19,3.53419101,706.8382019,0.597911537,86.825,1.413676404,282.7352808
3486,214334,infer.tiny,16,5,|skip_connect~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_3x3~2|,10,3486,0.003050058,99.96,11.35132811,2270.265623,0.490184785,90.25399999,3.61613004,723.226008,0.503541385,89.82,1.446452016,289.2904032
3487,214123,infer.tiny,16,5,|skip_connect~0|+|none~0|nor_conv_3x3~1|+|none~0|skip_connect~1|nor_conv_1x1~2|,10,3487,0.003726454,99.96533333,7.241185129,1448.237026,0.410578191,90.52666665,2.699616608,539.9233216,0.425657515,90.10333333,1.079846643,215.9693287
3488,531412,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,10,3488,0.006393693,99.918,8.416929603,1683.385921,0.482182928,89.066,2.953720717,590.7441434,0.4888344,88.9,1.181488287,236.2976574
3489,452411,infer.tiny,16,5,|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|none~1|none~2|,10,3489,0.006733027,99.904,9.065765719,1813.153144,0.507359871,88.77399999,3.275772844,655.1545688,0.521426415,88.59,1.310309138,262.0618275
3490,124413,infer.tiny,16,5,|none~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,10,3490,0.006070264,99.95,9.692354004,1938.470801,0.467767618,89.16999999,3.348492058,669.6984115,0.478470578,89.065,1.339396823,267.8793646
3491,142253,infer.tiny,16,5,|none~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,10,3491,0.003690964,99.974,8.065223138,1613.044628,0.427819476,90.39799999,2.897681722,579.5363443,0.434307723,90.265,1.159072689,231.8145377
3492,532321,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|none~2|,10,3492,0.034961245,99.19600001,7.442860186,1488.572037,0.611148653,85.23466668,2.588534384,517.7068767,0.621719348,85.16666667,1.035413753,207.0827507
3493,154435,infer.tiny,16,5,|none~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,10,3493,0.018104639,99.642,11.50860049,2301.720099,0.627032255,86.02000001,3.853371839,770.6743677,0.622574656,86.285,1.541348735,308.2697471
3494,131323,infer.tiny,16,5,|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,10,3494,0.084949324,97.74800001,8.698711316,1739.742263,0.457684304,86.52999999,2.797299255,559.4598509,0.48810299,86.07,1.118919702,223.7839404
3495,143221,infer.tiny,16,5,|none~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|none~2|,10,3495,0.266588955,91.10399999,7.213069518,1442.613904,0.480262235,84.384,2.6922477,538.44954,0.480860777,84.28,1.07689908,215.379816
3496,255231,infer.tiny,16,5,|skip_connect~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,10,3496,0.070531476,98.21733334,6.883027474,1376.605495,0.450079712,87.04666667,2.566614747,513.3229494,0.467828624,86.52,1.026645899,205.3291798
3497,441351,infer.tiny,16,5,|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,10,3497,0.012763776,99.706,10.989112,2197.8224,0.539743477,88.362,3.66096471,732.1929421,0.556653638,87.945,1.464385884,292.8771768
3498,134233,infer.tiny,16,5,|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,10,3498,0.02782503,99.592,10.88818296,2177.636592,0.439589415,87.92800001,3.325379562,665.0759124,0.465845278,87.635,1.330151825,266.0303649
3499,513355,infer.tiny,16,5,|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,10,3499,0.050628882,98.614,9.329685469,1865.937094,0.651444974,84.34199999,3.16955846,633.911692,0.660758634,84.215,1.267823384,253.5646768
3500,433113,infer.tiny,16,5,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|none~1|nor_conv_1x1~2|,10,3500,0.02093705,99.502,11.03334924,2206.669847,0.538162561,87.72200001,3.393993761,678.7987522,0.552613356,87.42,1.357597504,271.5195009
3501,115215,infer.tiny,16,5,|none~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|none~1|avg_pool_3x3~2|,10,3501,0.265369779,91.00399999,5.001320819,1000.264164,0.472433192,84.406,2.376885528,475.3771055,0.480563478,84.095,0.950754211,190.1508422
3502,354521,infer.tiny,16,5,|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,10,3502,0.032760618,99.274,9.208625694,1841.725139,0.61788043,85.316,3.209050213,641.8100425,0.634777185,85.14,1.283620085,256.724017
3503,343431,infer.tiny,16,5,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,10,3503,0.005542126,99.934,13.46680886,2693.361771,0.470283254,89.354,3.944841808,788.9683616,0.489610198,88.93,1.577936723,315.5873446
3504,451145,infer.tiny,16,5,|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,10,3504,0.005090628,99.914,9.88581866,1977.163732,0.613613658,87.44999999,3.601647984,720.3295969,0.643777641,87.12,1.440659194,288.1318388
3505,233141,infer.tiny,16,5,|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|none~2|,10,3505,0.006333666,99.92266667,9.153239767,1830.647953,0.519277027,88.73733333,3.082354367,616.4708734,0.540732606,88.37666667,1.232941747,246.5883493
3506,542414,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|none~1|nor_conv_3x3~2|,10,3506,0.003300997,99.956,11.35267462,2270.534925,0.534727858,89.234,3.880117961,776.0235923,0.54413274,88.84,1.552047185,310.4094369
3507,214435,infer.tiny,16,5,|skip_connect~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,10,3507,0.006078689,99.89866667,10.71434559,2142.869119,0.520095909,89.07999999,3.581189769,716.2379537,0.523016804,88.94,1.432475907,286.4951815
3508,321511,infer.tiny,16,5,|nor_conv_1x1~0|+|skip_connect~0|none~1|+|avg_pool_3x3~0|none~1|none~2|,10,3508,0.515184519,82.08000001,5.871612271,1174.322454,0.851941612,72.05,2.445217669,489.0435338,0.857185064,71.76,0.978087068,195.6174135
3509,545512,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,10,3509,0.221437726,92.45399998,8.272050401,1654.41008,0.556353503,83.18200002,3.086284967,617.2569933,0.55984665,83,1.234513987,246.9027973
3510,312135,infer.tiny,16,5,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|,10,3510,0.066417736,97.90933333,7.833807389,1566.761478,0.557720976,85.86666667,2.70707085,541.41417,0.570218375,85.58333333,1.08282834,216.565668
3511,121412,infer.tiny,16,5,|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,10,3511,0.007048739,99.92533333,5.493252118,1098.650424,0.447308246,89.40133333,2.422891061,484.5782121,0.481392809,88.82333333,0.969156424,193.8312848
3512,234553,infer.tiny,16,5,|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,10,3512,0.059578595,98.39333334,10.81762282,2163.524564,0.552669574,85.96800001,3.426394945,685.278989,0.559697885,85.55,1.370557978,274.1115956
3513,351131,infer.tiny,16,5,|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|none~0|nor_conv_1x1~1|none~2|,10,3513,0.204683448,93.25866664,8.032259981,1606.451996,0.480295343,84.78800001,2.766874333,553.3748666,0.496379671,84.5,1.106749733,221.3499467
3514,555353,infer.tiny,16,5,|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,10,3514,0.048448998,98.70000001,10.70246708,2140.493417,0.680844446,83.71466668,3.333218637,666.6437274,0.680941494,83.71333333,1.333287455,266.657491
3515,153521,infer.tiny,16,5,|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,10,3515,0.533440783,81.49466667,6.820917646,1364.183529,0.872581959,71.52266667,2.610396161,522.0792322,0.879572288,71.38333333,1.044158464,208.8316929
3516,545524,infer.tiny,16,5,|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,10,3516,0.14165013,95.46266665,10.803774,2160.7548,0.578561218,83.90666665,3.711258712,742.2517425,0.582807428,83.63666667,1.484503485,296.900697
3517,225534,infer.tiny,16,5,|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,10,3517,0.010470178,99.85866667,9.007951856,1801.590371,0.571435427,87.42533332,3.174768289,634.9536578,0.585918975,87.11333333,1.269907316,253.9814631
3518,335523,infer.tiny,16,5,|nor_conv_1x1~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,10,3518,0.00964199,99.84933334,10.32618455,2065.23691,0.62033646,86.61466667,3.165345149,633.0690299,0.642245058,86.4,1.26613806,253.227612
3519,511142,infer.tiny,16,5,|avg_pool_3x3~0|+|none~0|none~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,10,3519,0.155202385,94.756,6.715411027,1343.082205,0.737449878,80.21199998,2.696887496,539.3774992,0.764914134,79.59333333,1.078754998,215.7509997
3520,215322,infer.tiny,16,5,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|,10,3520,0.244427024,91.65599999,5.61367023,1122.734046,0.520316783,83.67599999,2.386786015,477.3572031,0.531592916,83.45333333,0.954714406,190.9428812
